ABDAEL|ABDAL|ABDEEL|ABDEL|ABDUL|ADBEEL|ADBEL|ADBIEL,M,ABDIEL,,999,999,1564,ABDIEL,1.0
,M,ABDISIO,,24,24,24,ABDISIO,1.0
,M,ABDNEGO,,54,54,54,ABDNEGO,1.0
,M,ABDO,,514,514,514,ABDO,1.0
ABDON,M,ABDOM,,203,203,1716,ABDON,1.0
ABDOM,M,ABDON,,1513,1513,1716,ABDON,1.0
,M,ABDORAL,,531,531,531,ABDORAL,1.0
,M,ABDU,,90,90,90,ABDU,1.0
ABDAEL|ABDAL|ABDEEL|ABDEL|ABDIEL|ADBEEL|ADBEL|ADBIEL,M,ABDUL,,229,229,1564,ABDIEL,1.0
ABER|ADE|ADER|HADER,M,ABE,,26,26,746,ADER,1.0
ADECIO,M,ABECIO,,33,33,1236,ADECIO,1.0
,M,ABEDENEGO,,81,81,81,ABEDENEGO,1.0
ADEDIAS,M,ABEDIAS,,749,749,749,ABEDIAS,1.0
ADEBAL,M,ABEDIEL,,103,103,269,ADEBAL,1.0
,M,ABEDNEGO,,51,51,51,ABEDNEGO,1.0
,M,ABEDON,,37,37,37,ABEDON,1.0
ABELARD,M,ABEILARD,,21,21,56,ABELARD,1.0
ADAILDO|ADALDO|ADEALDO|ADEILDO|ADELDO|ADILDO|ADOALDO|ADUALDO,M,ABEILDO,,58,58,13305,ADEILDO,1.0
ADAELTON|ADAILTOM|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ABEILTON,,56,56,72318,ADAILTON,1.0
ABIAIL|ABIEL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ABEL,194,26697,26891,42182,ABEL,0.9927856903796809
ABELA|ABILA|ABILHA|ABLA|ADAILA|ADALA|ADALHA|ADEILA|ADELA|ADELAR|ADELHA|ADILA|ADILAR|ADILHA|ADLA|ADLAR|ADOLAR|ADYLA|HADILA|HADLA,M,ABELAR,,383,383,20461,ADELAR,1.0
ABEILARD,M,ABELARD,,35,35,56,ABELARD,1.0
ADALARDO|ADELARDO,M,ABELARDO,,5712,5712,5898,ABELARDO,1.0
ABILINO|ADALINO|ADELINO|ADILINO|ADLINO|ADOLINO,M,ABELINO,,1193,1193,26586,ADELINO,1.0
ABILHIO|ABILIO|ABLIO|ADAELIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ABELIO,,104,104,25665,ABILIO,1.0
ADALIRIO|ADELIRIO,M,ABELIRIO,,40,40,469,ADELIRIO,1.0
ABILMAR|ADAELMA|ADAILMA|ADALMA|ADALMAR|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR,M,ABELMAR,,37,37,13240,ADELMA,1.0
ABELOR|ABILHO|ABILO|ABLO|ADAILO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO,M,ABELO,,152,152,2849,ADILHO,1.0
ABELO|ABILHO|ABILO|ABLO|ADAILO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO,M,ABELOR,,22,22,2849,ADILHO,1.0
ABEILSON|ADAELSOM|ADAELSON|ADAILSOM|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ABELSON,,83,83,226962,ADILSON,1.0
ADEMAEL|ADEMIL,M,ABEMAEL,,79,79,676,ADEMIL,1.0
ADEMO|ADEMOR,M,ABEMOR,,23,23,206,ADEMOR,1.0
,M,ABENAIAS,,75,75,75,ABENAIAS,1.0
ABENILDO|ADENAILDO|ADENALDO|ADENILDO|ADENOALDO,M,ABENALDO,,41,41,6362,ADENILDO,1.0
ABENER|ADAENE|ADENE|ADENER,M,ABENE,,65,65,439,ABENER,1.0
ABENI|ABENIR|ADENEI|ADENEIR|ADENI|ADENIR|ADENY|ADENYR,M,ABENEIR,,27,27,13770,ADENIR,1.0
ABENIL|ADENAEL|ADENAIL|ADENAL|ADENIEL|ADENIL|ADENOEL,M,ABENEL,,70,70,1732,ADENIL,1.0
ABENE|ADAENE|ADENE|ADENER,M,ABENER,,247,247,439,ABENER,1.0
ADENEVALDO,M,ABENEVALDO,,21,21,74,ADENEVALDO,1.0
ABENEIR|ABENIR|ADENEI|ADENEIR|ADENI|ADENIR|ADENY|ADENYR,M,ABENI,31,38,69,13770,ADENIR,0.5507246376811594
ADENIAS,M,ABENIAS,,32,32,349,ADENIAS,1.0
ADENICIO,M,ABENICIO,,83,83,460,ADENICIO,1.0
ABENEL|ADENAEL|ADENAIL|ADENAL|ADENIEL|ADENIL|ADENOEL,M,ABENIL,,61,61,1732,ADENIL,1.0
ABENALDO|ADENAILDO|ADENALDO|ADENILDO|ADENOALDO,M,ABENILDO,,417,417,6362,ADENILDO,1.0
ADENAILSON|ADENEILSON|ADENELSON|ADENIELSON|ADENILSOM|ADENILSON|ADENLSON,M,ABENILSON,,285,285,36222,ADENILSON,1.0
ABENAILTON|ADENAILTON|ADENILTOM|ADENILTON|ADENLTON,M,ABENILTON,,151,151,9771,ADENILTON,1.0
ABENEIR|ABENI|ADENEI|ADENEIR|ADENI|ADENIR|ADENY|ADENYR,M,ABENIR,39,127,166,13770,ADENIR,0.7650602409638554
,M,ABENONE,,23,23,23,ABENONE,1.0
ADENO|ADENOR,M,ABENOR,,111,111,2454,ADENOR,1.0
ABEROALDO|ADERALDO|ADERILDO|ADEROALDO,M,ABERALDO,,117,117,4190,ADERALDO,1.0
ADAERCIO|ADERCIO,M,ABERCIO,,57,57,696,ADERCIO,1.0
,M,ABERLADO,,694,694,694,ABERLADO,1.0
ADERLAM|ADERLAN,M,ABERLAN,,42,42,1232,ADERLAN,1.0
,M,ABERLARDO,,235,235,235,ABERLARDO,1.0
ADERLINDO,M,ABERLINDO,,20,20,103,ADERLINDO,1.0
ADERSOM|ADERSON|HADERSON,M,ABERSON,,31,31,5782,ADERSON,1.0
ADERVAL,M,ABERVAL,,27,27,1924,ADERVAL,1.0
ADETINO,M,ABETINO,,48,48,202,ADETINO,1.0
ADEVALDO,M,ABEVALDO,,22,22,6386,ADEVALDO,1.0
ABNE|ABNER|ABNNER|ADNE|ADNER|HABNER,M,ABHNER,,39,39,14133,ABNER,1.0
ABEIR|ABIR|ADEI|ADEIR|ADEY|ADI|ADIR|ADUIR|ADY|ADYR|HADI|HADY,M,ABI,39,62,101,18895,ADIR,0.6138613861386139
ADAIS|ADIAS,M,ABIAS,98,738,836,1088,ABIAS,0.8827751196172249
ABIATA,M,ABIATAR,,76,76,98,ABIATAR,1.0
ADIB|HABIB,M,ABIB,,64,64,670,ADIB,1.0
,M,ABIDAN,,22,22,22,ABIDAN,1.0
,M,ABIDAO,,90,90,90,ABIDAO,1.0
,M,ABIDENOR,,24,24,24,ABIDENOR,1.0
,M,ABIDERMAN,,40,40,40,ABIDERMAN,1.0
,M,ABIDIAS,,2334,2334,2334,ABIDIAS,1.0
ABIDAL|ABIDEL,M,ABIDIEL,,439,439,509,ABIDIEL,1.0
ABIDON,M,ABIDOM,,68,68,414,ABIDON,1.0
ABIDOM,M,ABIDON,,346,346,414,ABIDON,1.0
,M,ABIDORAL,,332,332,332,ABIDORAL,1.0
ABEL|ABIAIL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ABIEL,,349,349,42182,ABEL,1.0
ABIESER,M,ABIEZER,,161,161,208,ABIEZER,1.0
ABELE|ADAILE|ADELE|ADELER|ADIELE|ADILE|ADILER|ADLE|ADLER|HADLER,M,ABILE,,44,44,2695,ADLER,1.0
ABELINO|ADALINO|ADELINO|ADILINO|ADLINO|ADOLINO,M,ABILINO,,34,34,26586,ADELINO,1.0
ABELIO|ABILHIO|ABLIO|ADAELIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ABILIO,35,13709,13744,25665,ABILIO,0.997453434225844
ABELO|ABELOR|ABILHO|ABLO|ADAILO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO,M,ABILO,,307,307,2849,ADILHO,1.0
ABIMAIL|ABIMAL|ABIMEL|ABYMAEL|ADIMAEL,M,ABIMAEL,46,7464,7510,7798,ABIMAEL,0.9938748335552596
ADIMA|ADIMAR,M,ABIMAR,,95,95,2266,ADIMAR,1.0
,M,ABIMELEQUE,,36,36,36,ABIMELEQUE,1.0
,M,ABINADA,,22,22,22,ABINADA,1.0
,M,ABINADAB,,82,82,82,ABINADAB,1.0
,M,ABINADABE,47,371,418,418,ABINADABE,0.8875598086124402
,M,ABINADABI,,84,84,84,ABINADABI,1.0
ABINAL|ABINEL|ABINOEL|ADINAEL|ADINAL|ADINEL|ADINIL|ADINOEL,M,ABINAEL,,588,588,1857,ADINAEL,1.0
ADINAILDO|ADINALDO|ADINILDO,M,ABINALDO,,104,104,2081,ADINALDO,1.0
ABINER|ABYNER|ADEINE|ADINE|ADINER|HABINER,M,ABINE,21,230,251,1582,ABINER,0.9163346613545816
ABINAEL|ABINAL|ABINOEL|ADINAEL|ADINAL|ADINEL|ADINIL|ADINOEL,M,ABINEL,,166,166,1857,ADINAEL,1.0
ABINE|ABYNER|ADEINE|ADINE|ADINER|HABINER,M,ABINER,,942,942,1582,ABINER,1.0
ABINOAM|ADINOAN,M,ABINOAN,111,122,233,290,ABINOAN,0.5236051502145923
ABINAEL|ABINAL|ABINEL|ADINAEL|ADINAL|ADINEL|ADINIL|ADINOEL,M,ABINOEL,,45,45,1857,ADINAEL,1.0
ADIO,M,ABIO,,89,89,184,ADIO,1.0
ADIRAN,M,ABIRAN,,21,21,96,ADIRAN,1.0
ABIZAEL|ADISOL,M,ABISAEL,,50,50,114,ABISAEL,1.0
ABISAIR|ABIZAI|ABIZAIR|ADISIA|ADIZIA,M,ABISAI,,78,78,214,ABISAI,1.0
ABISAI|ABIZAI|ABIZAIR|ADISIA|ADIZIA,M,ABISAIR,,41,41,214,ABISAI,1.0
,M,ABISALAO,,80,80,80,ABISALAO,1.0
,M,ABISMAEL,,76,76,76,ABISMAEL,1.0
ADEISOM|ADEISON|ADISOM|ADISON|ADIZON|ADYSON|HADISON,M,ABISON,,27,27,6085,ADISON,1.0
,M,ABISSALAO,,25,25,25,ABISSALAO,1.0
ADEIUDE,M,ABIUDE,54,62,116,149,ABIUDE,0.5344827586206896
ABISAEL|ADISOL,M,ABIZAEL,,43,43,114,ABISAEL,1.0
ABISAI|ABISAIR|ABIZAIR|ADISIA|ADIZIA,M,ABIZAI,,32,32,214,ABISAI,1.0
ADMAEL|ADMIL,M,ABMAEL,,3091,3091,3308,ABMAEL,1.0
ADHMAR|ADMA|ADMAR,M,ABMAR,,28,28,4374,ADMAR,1.0
ADMARIO,M,ABMARIO,,26,26,237,ADMARIO,1.0
,M,ABNADAB,,67,67,67,ABNADAB,1.0
,M,ABNADABE,,151,151,151,ABNADABE,1.0
ABNEL|ABNOEL|ADNAEL|ADNEL|ADNIL|ADNOEL,M,ABNAEL,,307,307,1051,ADNAEL,1.0
ABHNER|ABNER|ABNNER|ADNE|ADNER|HABNER,M,ABNE,40,795,835,14133,ABNER,0.9520958083832335
ABNAEL|ABNOEL|ADNAEL|ADNEL|ADNIL|ADNOEL,M,ABNEL,,139,139,1051,ADNAEL,1.0
ABHNER|ABNE|ABNNER|ADNE|ADNER|HABNER,M,ABNER,150,12421,12571,14133,ABNER,0.9880677750377854
ABNEI|ABNIR|ADNEI|ADNEY|ADNI|ADNIR|ADNY,M,ABNI,,62,62,1260,ADNEI,1.0
ABNALDO|ADNAILDO|ADNALDO|ADNILDO,M,ABNILDO,,29,29,1789,ADNALDO,1.0
ABHNER|ABNE|ABNER|ADNE|ADNER|HABNER,M,ABNNER,,80,80,14133,ABNER,1.0
ABNAEL|ABNEL|ADNAEL|ADNEL|ADNIL|ADNOEL,M,ABNOEL,,37,37,1051,ADNAEL,1.0
ADRA,M,ABRAA,,168,168,369,ADRA,1.0
ABRAAN|ABRAHAM|ABRAHAN|ABRAM|ABRAN|ADRAN,M,ABRAAM,,21,21,670,ABRAHAM,1.0
AABRAO|ABRAHAO|ABRAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO,M,ABRAAO,111,21061,21172,32296,ABRAAO,0.9947572265255998
ABRAAM|ABRAAN|ABRAHAN|ABRAM|ABRAN|ADRAN,M,ABRAHAM,,236,236,670,ABRAHAM,1.0
ABRAAM|ABRAAN|ABRAHAM|ABRAM|ABRAN|ADRAN,M,ABRAHAN,,71,71,670,ABRAHAM,1.0
AABRAO|ABRAAO|ABRAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO,M,ABRAHAO,,859,859,32296,ABRAAO,1.0
ABRAIM|ABRAIN|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN,M,ABRAHIM,,47,47,34707,ADRIAN,1.0
ABRAHIM|ABRAIN|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN,M,ABRAIM,,179,179,34707,ADRIAN,1.0
ABRAHIM|ABRAIM|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN,M,ABRAIN,,148,148,34707,ADRIAN,1.0
ABRAAM|ABRAAN|ABRAHAM|ABRAHAN|ABRAN|ADRAN,M,ABRAM,,90,90,670,ABRAHAM,1.0
,M,ABRAMO,,141,141,141,ABRAMO,1.0
,M,ABRANTES,,31,31,31,ABRANTES,1.0
AABRAO|ABRAAO|ABRAHAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO,M,ABRAO,60,9935,9995,32296,ABRAAO,0.9939969984992496
ABRILINO|ADRELINO,M,ABRELINO,,701,701,1091,ABRELINO,1.0
,M,ABREU,27,262,289,289,ABREU,0.9065743944636678
ABRELINO|ADRELINO,M,ABRILINO,,183,183,1091,ABRELINO,1.0
ABSAIL,M,ABSAEL,,27,27,27,ABSAEL,1.0
ABSAIR,M,ABSAI,,41,41,181,ABSAIR,1.0
ABSAI,M,ABSAIR,,140,140,181,ABSAIR,1.0
,M,ABSALAO,,425,425,425,ABSALAO,1.0
ABSOLOM|ABSOLON,M,ABSALON,,77,77,292,ABSOLON,1.0
ABSALON|ABSOLOM,M,ABSOLON,,190,190,292,ABSOLON,1.0
ADSOM|ADSON|ADZON|HADSON,M,ABSON,,226,226,13436,ADSON,1.0
,M,ABUD,,31,31,31,ABUD,1.0
ABIMAEL|ABIMAIL|ABIMAL|ABIMEL|ADIMAEL,M,ABYMAEL,,25,25,7798,ABIMAEL,1.0
AKACIO,M,ACACIO,33,8085,8118,8205,ACACIO,0.9959349593495935
,M,ACADIO,,38,38,38,ACADIO,1.0
,M,ACAIO,,48,48,48,ACAIO,1.0
,M,ACARCIO,,20,20,20,ACARCIO,1.0
ACARY,M,ACARI,,92,92,122,ACARI,1.0
ACARI,M,ACARY,,30,30,122,ACARI,1.0
AKASIO,M,ACASIO,,1342,1342,1367,ACASIO,1.0
,M,ACASSIANO,,32,32,32,ACASSIANO,1.0
AKASSIO,M,ACASSIO,20,4107,4127,4205,ACASSIO,0.9951538647928277
AKAUA,M,ACAUA,,201,201,273,ACAUA,1.0
AKAUAN,M,ACAUAN,,106,106,169,ACAUAN,1.0
,M,ACAZ,,50,50,50,ACAZ,1.0
,M,ACCACIO,,95,95,95,ACCACIO,1.0
,M,ACEBIAS,,51,51,51,ACEBIAS,1.0
,M,ACEDIR,,61,61,61,ACEDIR,1.0
ACI|ACIR|ACY|ACYR|AKI,M,ACEIR,,32,32,5973,ACIR,1.0
ACIEL|ACIL|ACIOL|AKEL|AKIL,M,ACEL,,32,32,296,ACIEL,1.0
ACILINO|ACIOLINO|ACYLINO,M,ACELINO,,2604,2604,2873,ACELINO,1.0
ACILIO,M,ACELIO,,553,553,821,ACELIO,1.0
,M,ACELMO,,325,325,325,ACELMO,1.0
ACILOM|ACILON,M,ACELON,,36,36,495,ACILON,1.0
,M,ACELSO,,22,22,22,ACELSO,1.0
,M,ACEMAR,,149,149,149,ACEMAR,1.0
AKEMI|AKEMY,M,ACEMIR,,124,124,1219,AKEMI,1.0
,M,ACENDINO,,400,400,400,ACENDINO,1.0
,M,ACENIL,,29,29,29,ACENIL,1.0
,M,ACENILDO,,176,176,176,ACENILDO,1.0
,M,ACENILTON,,27,27,27,ACENILTON,1.0
ACENI|AKENI,M,ACENIR,78,130,208,289,ACENIR,0.625
ACENO,M,ACENOR,,93,93,197,ACENO,1.0
,M,ACER,,38,38,38,ACER,1.0
,M,ACETIDES,,53,53,53,ACETIDES,1.0
,M,ACHILES,,560,560,560,ACHILES,1.0
,M,ACHILIS,,36,36,36,ACHILIS,1.0
,M,ACHILLE,,37,37,37,ACHILLE,1.0
ACHYLLES,M,ACHILLES,,262,262,294,ACHILLES,1.0
ACHILLES,M,ACHYLLES,,32,32,294,ACHILLES,1.0
ACEIR|ACIR|ACY|ACYR|AKI,M,ACI,122,198,320,5973,ACIR,0.61875
,M,ACIDE,,35,35,35,ACIDE,1.0
,M,ACIDINO,,66,66,66,ACIDINO,1.0
,M,ACIDIO,,109,109,109,ACIDIO,1.0
ACEL|ACIL|ACIOL|AKEL|AKIL,M,ACIEL,,96,96,296,ACIEL,1.0
,M,ACILDO,,239,239,239,ACILDO,1.0
ACELINO|ACIOLINO|ACYLINO,M,ACILINO,,207,207,2873,ACELINO,1.0
ACELIO,M,ACILIO,,268,268,821,ACELIO,1.0
,M,ACILO,,36,36,36,ACILO,1.0
ACELON|ACILOM,M,ACILON,,429,429,495,ACILON,1.0
ACIMA,M,ACIMAR,33,297,330,330,ACIMAR,0.9
,M,ACINDINO,,121,121,121,ACINDINO,1.0
,M,ACINELSON,,21,21,21,ACINELSON,1.0
AKIO|AKIYO,M,ACIO,,26,26,553,AKIO,1.0
ACEL|ACIEL|ACIL|AKEL|AKIL,M,ACIOL,,31,31,296,ACIEL,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLY|ACLEI|AKELI,M,ACIOLI,51,215,266,677,ACIOLI,0.8082706766917294
ACELINO|ACILINO|ACYLINO,M,ACIOLINO,,28,28,2873,ACELINO,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACLEI|AKELI,M,ACIOLY,,49,49,677,ACIOLI,1.0
,M,ACIOMAR,,60,60,60,ACIOMAR,1.0
ACEIR|ACI|ACY|ACYR|AKI,M,ACIR,106,4594,4700,5973,ACIR,0.9774468085106383
,M,ACIRIO,,47,47,47,ACIRIO,1.0
,M,ACISIO,,78,78,78,ACISIO,1.0
,M,ACIVAL,,80,80,80,ACIVAL,1.0
,M,ACIVALDO,,152,152,152,ACIVALDO,1.0
,M,ACKSON,,167,167,167,ACKSON,1.0
,M,ACLECIANO,,40,40,40,ACLECIANO,1.0
,M,ACLECIO,,566,566,566,ACLECIO,1.0
,M,ACLEDISON,,21,21,21,ACLEDISON,1.0
,M,ACLEDSON,,41,41,41,ACLEDSON,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|AKELI,M,ACLEI,,22,22,677,ACIOLI,1.0
ACLAILTON,M,ACLEILTON,,22,22,55,ACLAILTON,1.0
,M,ACLEITON,,43,43,43,ACLEITON,1.0
AKILES,M,ACLES,,50,50,331,AKILES,1.0
ACLEZIO,M,ACLESIO,,200,200,221,ACLESIO,1.0
,M,ACLIDES,,24,24,24,ACLIDES,1.0
,M,ACLIMAR,,20,20,20,ACLIMAR,1.0
,M,ACLINIO,,31,31,31,ACLINIO,1.0
AKILIS,M,ACLIS,,23,23,123,AKILIS,1.0
,M,ACLISIO,,81,81,81,ACLISIO,1.0
,M,ACRESIO,,29,29,29,ACRESIO,1.0
,M,ACRICIO,,69,69,69,ACRICIO,1.0
,M,ACRINALDO,,20,20,20,ACRINALDO,1.0
ACRIZIO,M,ACRISIO,,1335,1335,1680,ACRISIO,1.0
ACRISIO,M,ACRIZIO,,345,345,1680,ACRISIO,1.0
AKSEL,M,ACSEL,,39,39,66,ACSEL,1.0
AKSON,M,ACSON,,191,191,485,AKSON,1.0
,M,ACTON,,35,35,35,ACTON,1.0
,M,ACURCIO,,37,37,37,ACURCIO,1.0
ACELINO|ACILINO|ACIOLINO,M,ACYLINO,,34,34,2873,ACELINO,1.0
ACEIR|ACI|ACIR|ACY|AKI,M,ACYR,44,541,585,5973,ACIR,0.9247863247863248
ABADIL,M,ADABEL,,32,32,133,ABADIL,1.0
ADACIL,M,ADACIEL,,21,21,48,ADACIL,1.0
,M,ADACILDO,,28,28,28,ADACILDO,1.0
,M,ADACIO,,62,62,62,ADACIO,1.0
ADACI|ADACY,M,ADACIR,116,320,436,798,ADACIR,0.7339449541284404
,M,ADADILSON,,22,22,22,ADADILSON,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAHIL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAEL,,301,301,42182,ABEL,1.0
ABELIO|ABILHIO|ABILIO|ABLIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ADAELIO,,26,26,25665,ABILIO,1.0
ABEILSON|ABELSON|ADAELSOM|ADAILSOM|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAELSON,,610,610,226962,ADILSON,1.0
ABEILTON|ADAILTOM|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADAELTON,,203,203,72318,ADAILTON,1.0
ABERCIO|ADERCIO,M,ADAERCIO,,25,25,696,ADERCIO,1.0
,M,ADAGIL,,25,25,25,ADAGIL,1.0
ADAGILZO,M,ADAGILSO,,48,48,71,ADAGILSO,1.0
ADAJILSON,M,ADAGILSON,,322,322,363,ADAGILSON,1.0
,M,ADAGIR,,66,66,66,ADAGIR,1.0
,M,ADAGOBERTO,,93,93,93,ADAGOBERTO,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAHIL,21,63,84,42182,ABEL,0.75
ABIA|ADAHIR|ADAHYR|ADAIR|ADAY|ADAYR|ADIA|HABIA,M,ADAI,83,277,360,35049,ADAIR,0.7694444444444445
,M,ADAIAS,99,1366,1465,1465,ADAIAS,0.9324232081911262
,M,ADAIDO,,99,99,99,ADAIDO,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAIL,885,5214,6099,42182,ABEL,0.8548942449581899
ABEILDO|ADALDO|ADEALDO|ADEILDO|ADELDO|ADILDO|ADOALDO|ADUALDO,M,ADAILDO,,1709,1709,13305,ADEILDO,1.0
ABELIO|ABILHIO|ABILIO|ABLIO|ADAELIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ADAILIO,,22,22,25665,ABILIO,1.0
ABELO|ABELOR|ABILHO|ABILO|ABLO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO,M,ADAILO,,73,73,2849,ADILHO,1.0
ADAELSO|ADAILZO|ADALSO|ADEILSO|ADEILZO|ADELSO|ADELZO|ADIELSO|ADILSO,M,ADAILSO,,371,371,7440,ADELSO,1.0
ABEILSON|ABELSON|ADAELSOM|ADAELSON|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAILSOM,,525,525,226962,ADILSON,1.0
ABEILSON|ABELSON|ADAELSOM|ADAELSON|ADAILSOM|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAILSON,71,12326,12397,226962,ADILSON,0.9942728079374042
ADAELTO|ADALTO|ADAULTO|ADEILTO|ADELTO|ADILTO,M,ADAILTO,,3266,3266,27206,ADALTO,1.0
ABEILTON|ADAELTON|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADAILTOM,,1777,1777,72318,ADAILTON,1.0
